RESPONDENT_ID,SURVEY_ID,CHOICE_SET,LABEL,CHOICE_INDICATOR,EXPECTED_PENSION,INVESTS_IN_FIREARMS,INVESTS_IN_FOSSIL_FUELS,INVESTS_IN_FIRMS_THAT_MAY_EMPLOY_CHILDREN,ADVOCATES_FOR_RACIAL_DIVERSITY_IN_MANAGEMENT,ADVOCATES_FOR_EQUAL_PAY_FOR_MEN_AND_WOMEN,RESPONDENT_IP_ADDRESS,RESPONDENT_CITY,RESPONDENT_REGION,RESPONDENT_POSTCODE,RESPONDENT_COUNTRY,RESPONDENT_TIME_OF_OPENING_SURVEY,RESPONDENT_TIME_OF_COMPLETING_SURVEY,RESPONDENT_DEVICE_USED_IN_SURVEY,RESPONDENT_LENGTH_OF_INTERVIEW_SECONDS,RESPONDENT_TOUCH_DEVICE_USED_IN_SURVEY,RESPONDENT_UNIQUE_CODE,Q2_DO_YOU_CONSENT_TO_PARTICIPATING_IN_THIS_STUDY_O1_YES,Q2_DO_YOU_CONSENT_TO_PARTICIPATING_IN_THIS_STUDY_O2_NO,Q3_SCREEN_OUT,Q5_WHAT_IS_THE_RESULT_OF_5_X_2_TO_MAKE_SURE_YOU_ARE_PAYING_ATTENTION_PLEASE_SELECT_THE_OPTION_NONE_OF_T_O1_10,Q5_WHAT_IS_THE_RESULT_OF_5_X_2_TO_MAKE_SURE_YOU_ARE_PAYING_ATTENTION_PLEASE_SELECT_THE_OPTION_NONE_OF_T_O2_7,Q5_WHAT_IS_THE_RESULT_OF_5_X_2_TO_MAKE_SURE_YOU_ARE_PAYING_ATTENTION_PLEASE_SELECT_THE_OPTION_NONE_OF_T_O3_12,Q5_WHAT_IS_THE_RESULT_OF_5_X_2_TO_MAKE_SURE_YOU_ARE_PAYING_ATTENTION_PLEASE_SELECT_THE_OPTION_NONE_OF_T_O4_5,Q5_WHAT_IS_THE_RESULT_OF_5_X_2_TO_MAKE_SURE_YOU_ARE_PAYING_ATTENTION_PLEASE_SELECT_THE_OPTION_NONE_OF_T_O5_8,Q5_WHAT_IS_THE_RESULT_OF_5_X_2_TO_MAKE_SURE_YOU_ARE_PAYING_ATTENTION_PLEASE_SELECT_THE_OPTION_NONE_OF_T_O6_NONE_OF_THE_ABOVE,Q6_SCREEN_OUT,Q7_WHAT_OF_THE_FOLLOWING_WORDS_IS_AN_ANIMAL_O1_DOG,Q7_WHAT_OF_THE_FOLLOWING_WORDS_IS_AN_ANIMAL_O2_MOUNTAIN,Q7_WHAT_OF_THE_FOLLOWING_WORDS_IS_AN_ANIMAL_O3_LAKE,Q7_WHAT_OF_THE_FOLLOWING_WORDS_IS_AN_ANIMAL_O4_TREE,Q7_WHAT_OF_THE_FOLLOWING_WORDS_IS_AN_ANIMAL_O5_CAR,Q7_WHAT_OF_THE_FOLLOWING_WORDS_IS_AN_ANIMAL_O6_CAKE,Q7_WHAT_OF_THE_FOLLOWING_WORDS_IS_AN_ANIMAL_O7_CANDLE,Q8_SCREEN_OUT,Q9_WOULD_YOU_PREFER_TO_RESTRICT_YOUR_INVESTMENTS_TO_FUNDS_THAT_TAKE_ENVIRONMENTAL_SOCIAL_AND_GOVERNANCE_O1_YES,Q9_WOULD_YOU_PREFER_TO_RESTRICT_YOUR_INVESTMENTS_TO_FUNDS_THAT_TAKE_ENVIRONMENTAL_SOCIAL_AND_GOVERNANCE_O2_NO,Q10_IN_WHAT_YEAR_WERE_YOU_BORN,Q11_WHAT_PARTY_DO_YOU_IDENTIFY_YOURSELF_WITH_O1_REPUBLICAN,Q11_WHAT_PARTY_DO_YOU_IDENTIFY_YOURSELF_WITH_O2_DEMOCRAT,Q11_WHAT_PARTY_DO_YOU_IDENTIFY_YOURSELF_WITH_O3_NONE,Q12_IF_YOU_DON_T_IDENTIFY_WITH_ANY_PARTY_DO_YOU_LEAN_TOWARDS_ONE_OF_THEM_O1_REPUBLICAN,Q12_IF_YOU_DON_T_IDENTIFY_WITH_ANY_PARTY_DO_YOU_LEAN_TOWARDS_ONE_OF_THEM_O2_DEMOCRAT,Q12_IF_YOU_DON_T_IDENTIFY_WITH_ANY_PARTY_DO_YOU_LEAN_TOWARDS_ONE_OF_THEM_O3_NONE,Q13_WHAT_GENDER_DO_YOU_IDENTIFY_WITH_O1_MALE,Q13_WHAT_GENDER_DO_YOU_IDENTIFY_WITH_O2_FEMALE,Q13_WHAT_GENDER_DO_YOU_IDENTIFY_WITH_O3_OTHER,Q14_WHAT_ETHNICITY_DO_YOU_IDENTIFY_WITH_O1_WHITE,Q14_WHAT_ETHNICITY_DO_YOU_IDENTIFY_WITH_O2_ASIAN,Q14_WHAT_ETHNICITY_DO_YOU_IDENTIFY_WITH_O3_HISPANIC,Q14_WHAT_ETHNICITY_DO_YOU_IDENTIFY_WITH_O4_AFRICAN_AMERICAN,Q14_WHAT_ETHNICITY_DO_YOU_IDENTIFY_WITH_O5_NATIVE_AMERICAN,Q14_WHAT_ETHNICITY_DO_YOU_IDENTIFY_WITH_O6_OTHER,Q15_IN_WHAT_US_STATE_DO_YOU_LIVE_O1_FLORIDA,Q15_IN_WHAT_US_STATE_DO_YOU_LIVE_O2_TEXAS,Q15_IN_WHAT_US_STATE_DO_YOU_LIVE_O3_CALIFORNIA,Q15_IN_WHAT_US_STATE_DO_YOU_LIVE_O4_NEW_YORK,Q15_IN_WHAT_US_STATE_DO_YOU_LIVE_O5_OTHER,Q16_WHAT_IS_THE_HIGHEST_DEGREE_YOU_HAVE_EARNED_O1_SOME_HIGH_SCHOOL,Q16_WHAT_IS_THE_HIGHEST_DEGREE_YOU_HAVE_EARNED_O2_HIGH_SCHOOL,Q16_WHAT_IS_THE_HIGHEST_DEGREE_YOU_HAVE_EARNED_O3_SOME_COLLEGE,Q16_WHAT_IS_THE_HIGHEST_DEGREE_YOU_HAVE_EARNED_O4_COLLEGE_DEGREE,Q16_WHAT_IS_THE_HIGHEST_DEGREE_YOU_HAVE_EARNED_O5_GRADUATE_DEGREE,Q17_WHAT_IS_YOUR_GROSS_BEFORE_TAX_ANNUAL_INCOME,Q18_HOW_MANY_DAYS_A_WEEK_DO_YOU_PRAY_OR_MEDITATE_O1_0,Q18_HOW_MANY_DAYS_A_WEEK_DO_YOU_PRAY_OR_MEDITATE_O2_1,Q18_HOW_MANY_DAYS_A_WEEK_DO_YOU_PRAY_OR_MEDITATE_O3_2,Q18_HOW_MANY_DAYS_A_WEEK_DO_YOU_PRAY_OR_MEDITATE_O4_3,Q18_HOW_MANY_DAYS_A_WEEK_DO_YOU_PRAY_OR_MEDITATE_O5_4,Q18_HOW_MANY_DAYS_A_WEEK_DO_YOU_PRAY_OR_MEDITATE_O6_5,Q18_HOW_MANY_DAYS_A_WEEK_DO_YOU_PRAY_OR_MEDITATE_O7_6,Q18_HOW_MANY_DAYS_A_WEEK_DO_YOU_PRAY_OR_MEDITATE_O8_7
182610056,182610056,8,2,1,"Expected pension: $30,000 a year",Invests in firearms,Invests in fossil fuels,Invests in firms that may employ children,Advocates for racial diversity in management,Advocates for equal pay for men and women,208.195.166.35,Great Neck,New York,11023,United States,2023-03-16 03:29:46,2023-03-16 03:34:04,desktop,258,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1997,1,0,0,NULL,NULL,NULL,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50000,0,0,0,0,0,0,1,0
182610056,182610056,9,1,0,"Expected pension: $30,000 a year",Does not invest in firearms,Does not invest in fossil fuels,Invests in firms that may employ children,Does not advocate for racial diversity in management,Advocates for equal pay for men and women,208.195.166.35,Great Neck,New York,11023,United States,2023-03-16 03:29:46,2023-03-16 03:34:04,desktop,258,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1997,1,0,0,NULL,NULL,NULL,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50000,0,0,0,0,0,0,1,0
182610056,182610056,9,2,0,"Expected pension: $45,000 a year",Invests in firearms,Invests in fossil fuels,Invests in firms that ensure no children are employed,Advocates for racial diversity in management,Does not advocate for equal pay for men and women,208.195.166.35,Great Neck,New York,11023,United States,2023-03-16 03:29:46,2023-03-16 03:34:04,desktop,258,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1997,1,0,0,NULL,NULL,NULL,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50000,0,0,0,0,0,0,1,0
182610056,182610056,10,1,0,"Expected pension: $20,000 a year",Does not invest in firearms,Does not invest in fossil fuels,Invests in firms that ensure no children are employed,Does not advocate for racial diversity in management,Advocates for equal pay for men and women,208.195.166.35,Great Neck,New York,11023,United States,2023-03-16 03:29:46,2023-03-16 03:34:04,desktop,258,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1997,1,0,0,NULL,NULL,NULL,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50000,0,0,0,0,0,0,1,0
182610056,182610056,10,2,0,"Expected pension: $40,000 a year",Invests in firearms,Invests in fossil fuels,Invests in firms that ensure no children are employed,Advocates for racial diversity in management,Does not advocate for equal pay for men and women,208.195.166.35,Great Neck,New York,11023,United States,2023-03-16 03:29:46,2023-03-16 03:34:04,desktop,258,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1997,1,0,0,NULL,NULL,NULL,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50000,0,0,0,0,0,0,1,0
182610056,182610056,11,1,0,"Expected pension: $35,000 a year",Does not invest in firearms,Invests in fossil fuels,Invests in firms that may employ children,Does not advocate for racial diversity in management,Advocates for equal pay for men and women,208.195.166.35,Great Neck,New York,11023,United States,2023-03-16 03:29:46,2023-03-16 03:34:04,desktop,258,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1997,1,0,0,NULL,NULL,NULL,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50000,0,0,0,0,0,0,1,0
182610056,182610056,11,2,0,"Expected pension: $25,000 a year",Invests in firearms,Invests in fossil fuels,Invests in firms that ensure no children are employed,Does not advocate for racial diversity in management,Does not advocate for equal pay for men and women,208.195.166.35,Great Neck,New York,11023,United States,2023-03-16 03:29:46,2023-03-16 03:34:04,desktop,258,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1997,1,0,0,NULL,NULL,NULL,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50000,0,0,0,0,0,0,1,0
182610056,182610056,12,1,0,"Expected pension: $25,000 a year",Invests in firearms,Does not invest in fossil fuels,Invests in firms that ensure no children are employed,Advocates for racial diversity in management,Advocates for equal pay for men and women,208.195.166.35,Great Neck,New York,11023,United States,2023-03-16 03:29:46,2023-03-16 03:34:04,desktop,258,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1997,1,0,0,NULL,NULL,NULL,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50000,0,0,0,0,0,0,1,0
182610056,182610056,12,2,1,"Expected pension: $30,000 a year",Does not invest in firearms,Invests in fossil fuels,Invests in firms that may employ children,Does not advocate for racial diversity in management,Does not advocate for equal pay for men and women,208.195.166.35,Great Neck,New York,11023,United States,2023-03-16 03:29:46,2023-03-16 03:34:04,desktop,258,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1997,1,0,0,NULL,NULL,NULL,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50000,0,0,0,0,0,0,1,0
182610059,182610059,1,1,0,"Expected pension: $20,000 a year",Invests in firearms,Does not invest in fossil fuels,Invests in firms that ensure no children are employed,Does not advocate for racial diversity in management,Does not advocate for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,1,2,0,"Expected pension: $30,000 a year",Does not invest in firearms,Invests in fossil fuels,Invests in firms that may employ children,Advocates for racial diversity in management,Advocates for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,2,1,0,"Expected pension: $35,000 a year",Invests in firearms,Invests in fossil fuels,Invests in firms that may employ children,Does not advocate for racial diversity in management,Does not advocate for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,2,2,0,"Expected pension: $50,000 a year",Does not invest in firearms,Does not invest in fossil fuels,Invests in firms that ensure no children are employed,Advocates for racial diversity in management,Advocates for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,3,1,0,"Expected pension: $45,000 a year",Invests in firearms,Invests in fossil fuels,Invests in firms that ensure no children are employed,Advocates for racial diversity in management,Advocates for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,3,2,0,"Expected pension: $35,000 a year",Does not invest in firearms,Does not invest in fossil fuels,Invests in firms that may employ children,Does not advocate for racial diversity in management,Does not advocate for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,4,1,0,"Expected pension: $30,000 a year",Invests in firearms,Does not invest in fossil fuels,Invests in firms that may employ children,Advocates for racial diversity in management,Advocates for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,4,2,0,"Expected pension: $25,000 a year",Does not invest in firearms,Invests in fossil fuels,Invests in firms that ensure no children are employed,Does not advocate for racial diversity in management,Does not advocate for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,5,1,0,"Expected pension: $25,000 a year",Invests in firearms,Does not invest in fossil fuels,Invests in firms that ensure no children are employed,Advocates for racial diversity in management,Does not advocate for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,5,2,0,"Expected pension: $50,000 a year",Invests in firearms,Invests in fossil fuels,Invests in firms that may employ children,Does not advocate for racial diversity in management,Advocates for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,6,1,1,"Expected pension: $40,000 a year",Does not invest in firearms,Does not invest in fossil fuels,Invests in firms that ensure no children are employed,Does not advocate for racial diversity in management,Advocates for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,6,2,0,"Expected pension: $20,000 a year",Does not invest in firearms,Invests in fossil fuels,Invests in firms that ensure no children are employed,Advocates for racial diversity in management,Does not advocate for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,7,1,0,"Expected pension: $45,000 a year",Does not invest in firearms,Does not invest in fossil fuels,Invests in firms that may employ children,Does not advocate for racial diversity in management,Does not advocate for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,7,2,0,"Expected pension: $45,000 a year",Invests in firearms,Invests in fossil fuels,Invests in firms that ensure no children are employed,Does not advocate for racial diversity in management,Advocates for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,8,1,1,"Expected pension: $50,000 a year",Does not invest in firearms,Does not invest in fossil fuels,Invests in firms that may employ children,Does not advocate for racial diversity in management,Advocates for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,8,2,0,"Expected pension: $30,000 a year",Invests in firearms,Invests in fossil fuels,Invests in firms that may employ children,Advocates for racial diversity in management,Does not advocate for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,9,1,0,"Expected pension: $35,000 a year",Invests in firearms,Invests in fossil fuels,Invests in firms that ensure no children are employed,Does not advocate for racial diversity in management,Advocates for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,9,2,0,"Expected pension: $25,000 a year",Does not invest in firearms,Does not invest in fossil fuels,Invests in firms that may employ children,Advocates for racial diversity in management,Does not advocate for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,10,1,1,"Expected pension: $35,000 a year",Invests in firearms,Does not invest in fossil fuels,Invests in firms that ensure no children are employed,Advocates for racial diversity in management,Does not advocate for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,10,2,0,"Expected pension: $40,000 a year",Does not invest in firearms,Invests in fossil fuels,Invests in firms that may employ children,Does not advocate for racial diversity in management,Advocates for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,11,1,0,"Expected pension: $25,000 a year",Does not invest in firearms,Does not invest in fossil fuels,Invests in firms that ensure no children are employed,Does not advocate for racial diversity in management,Does not advocate for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,11,2,0,"Expected pension: $40,000 a year",Invests in firearms,Invests in fossil fuels,Invests in firms that may employ children,Advocates for racial diversity in management,Advocates for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,12,1,0,"Expected pension: $40,000 a year",Invests in firearms,Does not invest in fossil fuels,Invests in firms that ensure no children are employed,Advocates for racial diversity in management,Does not advocate for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610059,182610059,12,2,0,"Expected pension: $45,000 a year",Does not invest in firearms,Invests in fossil fuels,Invests in firms that may employ children,Does not advocate for racial diversity in management,Advocates for equal pay for men and women,208.194.215.2,New York,New York,10123,United States,2023-03-16 03:29:54,2023-03-16 03:34:10,desktop,256,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1992,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15000,0,0,0,0,0,0,0,1
182610064,182610064,1,1,0,"Expected pension: $25,000 a year",Invests in firearms,Invests in fossil fuels,Invests in firms that ensure no children are employed,Does not advocate for racial diversity in management,Advocates for equal pay for men and women,208.194.212.236,New York,New York,10123,United States,2023-03-16 03:29:58,2023-03-16 03:32:43,desktop,165,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1980,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50000,0,0,0,0,1,0,0,0
182610064,182610064,1,2,0,"Expected pension: $45,000 a year",Invests in firearms,Does not invest in fossil fuels,Invests in firms that may employ children,Advocates for racial diversity in management,Does not advocate for equal pay for men and women,208.194.212.236,New York,New York,10123,United States,2023-03-16 03:29:58,2023-03-16 03:32:43,desktop,165,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1980,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50000,0,0,0,0,1,0,0,0
182610064,182610064,2,1,1,"Expected pension: $50,000 a year",Does not invest in firearms,Does not invest in fossil fuels,Invests in firms that ensure no children are employed,Advocates for racial diversity in management,Does not advocate for equal pay for men and women,208.194.212.236,New York,New York,10123,United States,2023-03-16 03:29:58,2023-03-16 03:32:43,desktop,165,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1980,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50000,0,0,0,0,1,0,0,0
182610064,182610064,2,2,0,"Expected pension: $35,000 a year",Invests in firearms,Invests in fossil fuels,Invests in firms that may employ children,Does not advocate for racial diversity in management,Advocates for equal pay for men and women,208.194.212.236,New York,New York,10123,United States,2023-03-16 03:29:58,2023-03-16 03:32:43,desktop,165,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1980,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50000,0,0,0,0,1,0,0,0
182610064,182610064,3,1,0,"Expected pension: $25,000 a year",Does not invest in firearms,Invests in fossil fuels,Invests in firms that may employ children,Advocates for racial diversity in management,Advocates for equal pay for men and women,208.194.212.236,New York,New York,10123,United States,2023-03-16 03:29:58,2023-03-16 03:32:43,desktop,165,0,NULL,1,0,NULL,0,0,0,0,0,1,NULL,1,0,0,0,0,0,0,NULL,1,0,1980,1,0,0,NULL,NULL,NULL,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50000,0,0,0,0,1,0,0,0
