"","survey_id","choice_indicator","obs_id","label","choice_set","pension","gender_equality","living_wage","salary_equality","labor_rights","environmental_impact","faith_morality","firearms","price"
"4302",216675853,1,2151,2,3,70000,"gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-70000
"4303",216675853,1,2152,1,4,40000,"gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"4304",216675853,0,2152,2,4,60000,"no gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-60000
"4305",216675853,0,2153,1,5,60000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-60000
"4306",216675853,1,2153,2,5,45000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-45000
"4307",216675853,0,2154,1,6,70000,"gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-70000
"4308",216675853,1,2154,2,6,45000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-45000
"4309",216675853,0,2155,1,7,65000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-65000
"4310",216675853,1,2155,2,7,70000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-70000
"4311",216675853,1,2156,1,8,50000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-50000
"4312",216675853,0,2156,2,8,55000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-55000
"4313",216675853,0,2157,1,9,55000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-55000
"4314",216675853,1,2157,2,9,40000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-40000
"4315",216675853,1,2158,1,10,60000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-60000
"4316",216675853,0,2158,2,10,45000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-45000
"4317",216675853,0,2159,1,11,55000,"gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-55000
"4318",216675853,1,2159,2,11,40000,"no gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-40000
"4319",216675853,0,2160,1,12,55000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-55000
"4320",216675853,1,2160,2,12,45000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-45000
"4321",216676108,0,2161,1,1,60000,"no gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-60000
"4322",216676108,1,2161,2,1,50000,"gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-50000
"4323",216676108,0,2162,1,2,45000,"gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-45000
"4324",216676108,1,2162,2,2,40000,"no gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-40000
"4325",216676108,1,2163,1,3,70000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-70000
"4326",216676108,0,2163,2,3,45000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-45000
"4327",216676108,1,2164,1,4,60000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-60000
"4328",216676108,0,2164,2,4,50000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-50000
"4329",216676108,1,2165,1,5,40000,"no gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"4330",216676108,0,2165,2,5,55000,"gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-55000
"4331",216676108,1,2166,1,6,45000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-45000
"4332",216676108,0,2166,2,6,70000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-70000
"4333",216676108,0,2167,1,7,50000,"gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-50000
"4334",216676108,1,2167,2,7,70000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-70000
"4335",216676108,1,2168,1,8,45000,"gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-45000
"4336",216676108,0,2168,2,8,70000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-70000
"4337",216676108,1,2169,1,9,60000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-60000
"4338",216676108,0,2169,2,9,55000,"gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-55000
"4339",216676108,0,2170,1,10,65000,"gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-65000
"4340",216676108,1,2170,2,10,40000,"no gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"4341",216676108,1,2171,1,11,55000,"no gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-55000
"4342",216676108,0,2171,2,11,50000,"gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-50000
"4343",216676108,0,2172,1,12,55000,"no gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-55000
"4344",216676108,1,2172,2,12,40000,"gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-40000
"4345",216677499,0,2173,1,1,45000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-45000
"4346",216677499,1,2173,2,1,55000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-55000
"4347",216677499,0,2174,1,2,45000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-45000
"4348",216677499,1,2174,2,2,60000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-60000
"4349",216677499,1,2175,1,3,50000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-50000
"4350",216677499,0,2175,2,3,60000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-60000
"4351",216677499,0,2176,1,4,55000,"gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-55000
"4352",216677499,1,2176,2,4,40000,"no gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"4353",216677499,0,2177,1,5,50000,"gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-50000
"4354",216677499,1,2177,2,5,40000,"no gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-40000
"4355",216677499,0,2178,1,6,40000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"4356",216677499,1,2178,2,6,45000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-45000
"4357",216677499,0,2179,1,7,45000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-45000
"4358",216677499,1,2179,2,7,50000,"gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-50000
"4359",216677499,1,2180,1,8,60000,"gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-60000
"4360",216677499,0,2180,2,8,70000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-70000
"4361",216677499,1,2181,1,9,70000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-70000
"4362",216677499,0,2181,2,9,40000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-40000
"4363",216677499,1,2182,1,10,65000,"no gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-65000
"4364",216677499,0,2182,2,10,50000,"gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-50000
"4365",216677499,0,2183,1,11,40000,"no gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-40000
"4366",216677499,1,2183,2,11,45000,"gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-45000
"4367",216677499,0,2184,1,12,70000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-70000
"4368",216677499,1,2184,2,12,40000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"4369",216677507,1,2185,1,1,65000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-65000
"4370",216677507,0,2185,2,1,70000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-70000
"4371",216677507,0,2186,1,2,50000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-50000
"4372",216677507,1,2186,2,2,55000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-55000
"4373",216677507,0,2187,1,3,40000,"gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"4374",216677507,1,2187,2,3,45000,"no gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-45000
"4375",216677507,0,2188,1,4,50000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-50000
"4376",216677507,1,2188,2,4,40000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-40000
"4377",216677507,0,2189,1,5,60000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-60000
"4378",216677507,1,2189,2,5,45000,"gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-45000
"4379",216677507,0,2190,1,6,45000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-45000
"4380",216677507,1,2190,2,6,70000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-70000
"4381",216677507,0,2191,1,7,40000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-40000
"4382",216677507,1,2191,2,7,60000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-60000
"4383",216677507,0,2192,1,8,55000,"gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-55000
"4384",216677507,1,2192,2,8,70000,"no gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-70000
"4385",216677507,0,2193,1,9,50000,"gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-50000
"4386",216677507,1,2193,2,9,45000,"gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-45000
"4387",216677507,0,2194,1,10,40000,"no gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"4388",216677507,1,2194,2,10,60000,"gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-60000
"4389",216677507,0,2195,1,11,50000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-50000
"4390",216677507,1,2195,2,11,70000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-70000
"4391",216677507,0,2196,1,12,55000,"no gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-55000
"4392",216677507,1,2196,2,12,40000,"gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-40000
"4393",216677710,0,2197,1,1,70000,"no gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-70000
"4394",216677710,1,2197,2,1,65000,"gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-65000
"4395",216677710,1,2198,1,2,40000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-40000
"4396",216677710,0,2198,2,2,45000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-45000
"4397",216677710,1,2199,1,3,40000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-40000
"4398",216677710,0,2199,2,3,45000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-45000
"4399",216677710,0,2200,1,4,55000,"gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-55000
"4400",216677710,1,2200,2,4,65000,"no gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-65000
"4401",216677710,1,2201,1,5,45000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-45000
"4402",216677710,0,2201,2,5,40000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-40000
"4403",216677710,0,2202,1,6,50000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-50000
"4404",216677710,1,2202,2,6,55000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-55000
"4405",216677710,1,2203,1,7,70000,"gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-70000
"4406",216677710,0,2203,2,7,45000,"no gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-45000
"4407",216677710,0,2204,1,8,60000,"gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-60000
"4408",216677710,1,2204,2,8,70000,"no gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-70000
"4409",216677710,1,2205,1,9,60000,"gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-60000
"4410",216677710,0,2205,2,9,65000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-65000
"4411",216677710,0,2206,1,10,70000,"gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-70000
"4412",216677710,1,2206,2,10,60000,"no gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-60000
"4413",216677710,0,2207,1,11,50000,"no gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-50000
"4414",216677710,1,2207,2,11,40000,"gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-40000
"4415",216677710,1,2208,1,12,70000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-70000
"4416",216677710,0,2208,2,12,40000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"4417",216739360,1,2209,1,1,60000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-60000
"4418",216739360,0,2209,2,1,45000,"gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-45000
"4419",216739360,1,2210,1,2,70000,"gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-70000
"4420",216739360,0,2210,2,2,50000,"no gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-50000
"4421",216739360,1,2211,1,3,65000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-65000
"4422",216739360,0,2211,2,3,40000,"gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-40000
"4423",216739360,0,2212,1,4,60000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-60000
"4424",216739360,1,2212,2,4,55000,"gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-55000
"4425",216739360,0,2213,1,5,65000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-65000
"4426",216739360,1,2213,2,5,70000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-70000
"4427",216739360,1,2214,1,6,45000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-45000
"4428",216739360,0,2214,2,6,55000,"gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-55000
"4429",216739360,0,2215,1,7,45000,"no gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-45000
"4430",216739360,1,2215,2,7,55000,"gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-55000
"4431",216739360,0,2216,1,8,65000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-65000
"4432",216739360,1,2216,2,8,70000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-70000
"4433",216739360,1,2217,1,9,55000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-55000
"4434",216739360,0,2217,2,9,40000,"gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"4435",216739360,0,2218,1,10,65000,"gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-65000
"4436",216739360,1,2218,2,10,55000,"no gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-55000
"4437",216739360,1,2219,1,11,45000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-45000
"4438",216739360,0,2219,2,11,40000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-40000
"4439",216739360,1,2220,1,12,40000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"4440",216739360,0,2220,2,12,45000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-45000
"4441",216739365,0,2221,1,1,40000,"no gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"4442",216739365,1,2221,2,1,65000,"gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-65000
"4443",216739365,1,2222,1,2,70000,"gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-70000
"4444",216739365,0,2222,2,2,55000,"no gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-55000
"4445",216739365,0,2223,1,3,45000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-45000
"4446",216739365,1,2223,2,3,50000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-50000
"4447",216739365,0,2224,1,4,40000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-40000
"4448",216739365,1,2224,2,4,60000,"no gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-60000
"4449",216739365,1,2225,1,5,70000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-70000
"4450",216739365,0,2225,2,5,65000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-65000
"4451",216739365,1,2226,1,6,65000,"gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-65000
"4452",216739365,0,2226,2,6,60000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-60000
"4453",216739365,1,2227,1,7,65000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-65000
"4454",216739365,0,2227,2,7,55000,"gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-55000
"4455",216739365,0,2228,1,8,45000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-45000
"4456",216739365,1,2228,2,8,50000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-50000
"4457",216739365,0,2229,1,9,45000,"no gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-45000
"4458",216739365,1,2229,2,9,60000,"gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-60000
"4459",216739365,1,2230,1,10,70000,"no gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-70000
"4460",216739365,0,2230,2,10,55000,"gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-55000
